Reference	EN	ES
doc#300	"<s> About 40 per cent of learning time had already been lost by the middle of the year through protests , boycotts , marches and the continued disruption of classes . 85/ In May , the National Education Coordinating Committee and the Congress of South African Students initiated a boycott by Black students protesting the R48 final matriculation examination fee charged to students by the Department of Education . </s>"	"<s> A mediados de año , ya se había perdido alrededor del 40 % del tiempo dedicado al aprendizaje por las protestas , los boicoteos , las marchas y la continua interrupción de las clasesSowetan ( Johannesburgo ) , 17 de mayo de 1993 . </s><s> . </s><s> En mayo , el Comité Nacional de Coordinación en Materia de Educación y el Congreso de Estudiantes Sudafricanos iniciaron un boicoteo como protesta de parte de los estudiantes negros contra la decisión del Departamento de Educación de cobrar 48 rand por el examen final de ingreso . </s>"
doc#300	"<s> ( k ) Call , once more , upon the signatories to the National Peace Accord to recommit themselves to the process of peaceful change by fully and effectively implementing its provisions and by cooperating with each other to that end , and upon all parties in South Africa to refrain from acts of violence ; </s>"	"<s> k ) Exhorte , una vez más , a los signatarios del Acuerdo Nacional de Paz a que renueven su dedicación al proceso de cambio político aplicando plena y eficazmente sus disposiciones y cooperando mutuamente a ese fin , y a todas las partes en Sudáfrica a que se abstengan de ejecutar actos de violencia ; </s>"
doc#310	<s> The large-scale utilization of the local resources for this purpose could adversely affect the economic development of the Territories concerned . </s>	<s> La utilización en gran escala de los recursos locales para tal fin podría perjudicar el desarrollo económico de los Territorios de que se trata . </s>
doc#312	<s> Chapter Paragraphs Page </s>	<s> Capítulo Párrafos Página </s>
doc#313	<s> Suppression and Punishment of the Crime of </s>	<s> la Represión y el Castigo del Crimen de </s>
doc#313	"<s> 90 . Bearing in mind its earlier decision to maintain contact with OAU on a regular basis in order to assist in the effective discharge of its mandate , the Special Committee , as in previous years , followed closely the work of that organization during the year and maintained close liaison with its General Secretariat on matters of common interest . </s>"	"<s> 90 . </s><s> Teniendo presente la decisión que había tomado anteriormente de mantener contactos con la OUA en forma habitual , para que le sirviera de ayuda en el eficaz cumplimiento de su mandato , el Comité Especial siguió de cerca , como en años anteriores , la labor de dicha organización durante el año y se mantuvo en estrecho contacto con su Secretaría General en asuntos de interés común . </s>"
doc#314	"<s> 3 . Regrets that , in spite of the widespread international support for a negotiation between the Governments of Argentina and the United Kingdom that includes all aspects on the future of the Falkland Islands ( Malvinas ) , the implementation of the General Assembly resolutions on this question has not yet started ; </s>"	"<s> 3 . </s><s> Deplora que , a pesar del amplio respaldo internacional a una negociación entre los Gobiernos de la Argentina y del Reino Unido de Gran Bretaña e Irlanda del Norte que incluya todos los aspectos sobre el futuro de las Islas Malvinas ( Falkland ) , aún no hayan comenzado a aplicarse las resoluciones de la Asamblea General sobre esta cuestión ; </s>"
doc#316	"<s> 3 . Reaffirms also that it is ultimately for the people of those Territories themselves to determine freely their future political status in accordance with the relevant provisions of the Charter , the Declaration and the relevant resolutions of the General Assembly and , in that connection , calls upon the administering Powers , in cooperation with the territorial Governments , to facilitate programmes of political education in the Territories in order to foster an awareness among the people of the possibilities open to them in the exercise of their right to self-determination , in conformity with the legitimate political status options clearly defined in General Assembly resolution 1541 ( XV ) ; </s>"	"<s> 3 . </s><s> Reafirma también que , en definitiva , corresponde a los propios pueblos de esos Territorios decidir libremente su futura condición política de conformidad con las disposiciones pertinentes de la Carta , la Declaración y las resoluciones pertinentes de la Asamblea General y , a este respecto , exhorta a las Potencias administradoras a que , en colaboración con los gobiernos de los Territorios , faciliten la realización de programas de educación política en los Territorios con el propósito de dar a conocer a la población las posibilidades que tiene ante sí en el ejercicio de su derecho a la libre determinación , de conformidad con las opciones legítimas en materia de condición política definidas claramente en la resolución 1541 ( XV ) de la Asamblea General ; </s>"
doc#316	<s> 13 . Appeals to the administering Powers to continue or to resume their participation in future meetings and activities of the Special Committee and to ensure the participation in the work of the Special Committee of representatives of the Non-Self-Governing Territories ; </s>	"<s> 13 . </s><s> Hace un llamamiento a las Potencias administradoras para que continúen participando o reanuden su participación en las reuniones y las actividades del Comité Especial en el futuro , y velen por que representantes de los Territorios no autónomos participen en los trabajos del Comité Especial ; </s>"
doc#316	<s> 15 . Invites the specialized agencies and other organizations of the United Nations system to initiate or to continue to take all necessary measures to accelerate progress in the social and economic life of the Territories ; </s>	<s> 15 . </s><s> Invita a los organismos especializados y a otras organizaciones del sistema de las Naciones Unidas a que adopten o sigan aplicando todas las medidas necesarias para acelerar el progreso de los Territorios en los aspectos social y económico ; </s>
doc#318	<s> Burundi to the United Nations addressed to the Secretary-General </s>	<s> General por el Representante Permanente de Burundi ante las </s>
doc#324	<s> ( a ) Decided that the task of the Preparatory Committee is to analyse in depth the core issues to be addressed by the Summit and to agree on policy measures to be submitted for decision by the Summit in order to achieve its objectives in accordance with General Assembly resolution 47/92 of 16 December 1992 ; </s>	"<s> a ) Decidió que la tarea del Comité Preparatorio era analizar a fondo las cuestiones esenciales que había de abordar la Cumbre y convenir en medidas normativas para lograr sus objetivos que se presentarían a la Cumbre para que ésta adoptara una decisión al respecto , de conformidad con lo dispuesto en la resolución 47/92 de la Asamblea General , de 16 de diciembre de 1992 ; </s>"
doc#330	<s> 3 . Programme budget for the biennium 1992-1993 ( D.122 ) . </s>	<s> 3 . </s><s> Presupuesto por programas para el bienio 1992-1993 ( D.122 ) . </s>
doc#330	<s> 16 . Financing of the United Nations Transitional Authority in Cambodia ( D.135 ) . </s>	<s> 16 . </s><s> Financiación de la Autoridad Provisional de las Naciones Unidas en Camboya ( D.135 ) . </s>
doc#344	<s> ( i ) Conventional disarmament on a regional scale . </s>	<s> i ) Desarme convencional a escala regional . </s>
doc#352	<s> Climate ( decisions 17/24 A to C ) </s>	<s> Clima ( decisiones 17/24 A C ) </s>
doc#352	"<s> 145 . At the same meeting , the Council had before it a draft decision on this subject , submitted by the Vice-President of the Council , Chairman of the informal negotiating group ( UNEP/GC.17/L.20 , draft decision 3 ) , prepared on the basis of an earlier draft on the same subject submitted by the Committee of Permanent Representatives ( UNEP/GC.17/L.6 , annex , draft decision 3 ) . </s>"	"<s> 145 . </s><s> En la misma sesión , el Consejo tuvo ante sí un proyecto de decisión sobre este asunto presentado por el Vicepresidente del Consejo y Presidente del grupo de negociación oficioso ( UNEP/GC.17/L.20 , proyecto de decisión 3 ) , basado en un proyecto sobre el mismo asunto presentado anteriormente por el Comité de Representantes Permanentes ( UNEP/GC.17/L.6 , anexo , proyecto de decisión 3 ) . </s>"
